position_type,company_type,hashedid,,,,,,,,,,,,,
marketing_sales,tech,7ed6a3c6a932bfec6d6c414ff0339265b0bf58b7,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,785af6003b461a2f9bc09ade2da2da49cc242096,,,,,,,,,,,,,
engineer,nonprofit_ngo,dfb7360571515e6f2e3bb0ad4c922318a80bf234,,,,,,,,,,,,,
marketing_sales,tech,71b10599b219792852510a7485b29b2b5721e791,,,,,,,,,,,,,
engineer,misc,8909e0993022d6556f5e0c35b1ae63a870a41105,,,,,,,,,,,,,
executive_or_management,tech,8d35dd4f33a42dacd71d2aedf651e182210e1896,,,,,,,,,,,,,
engineer,consulting,852ba9678b80bfa1d5af681338f84c420a8e538a,,,,,,,,,,,,,
misc,government,712d10eb30cba747a11863cb6a30cc06d224e6b7,,,,,,,,,,,,,
marketing_sales,misc,2ae5da243e4acb5e2158845405ac2566a0efb4be,,,,,,,,,,,,,
executive_or_management,tech,a19cfeded9ca635b677af5c7bbdd4088dca008df,,,,,,,,,,,,,
finance,finance,eec1ab27e375f4a860abefc6a58148e5be7cc6c6,,,,,,,,,,,,,
executive_or_management,misc,697e2baecd2dd3c8dad55357a0f0bac68e5c3752,,,,,,,,,,,,,
executive_or_management,tech,97d1726f12a6f1d4a67e46e9251bb857f1d8df32,,,,,,,,,,,,,
misc,misc,4bd004d5900a35d02ce31fca301045e547da18c1,,,,,,,,,,,,,
executive_or_management,education,84a86455c7d15d8c2adf2f3b54daf833294196ff,,,,,,,,,,,,,
executive_or_management,misc,367711fd450ffdc1d40a4c52ccd3ac8a6f328cec,,,,,,,,,,,,,
operations_supplychain,tech,7811d08dfc7533d8f7a29ecdb52629b1754225a1,,,,,,,,,,,,,
misc,tech,5e99b768b3e75fc3a2513c2460f2ba6af91ea584,,,,,,,,,,,,,
executive_or_management,misc,a2ee8c17e3e04bcaab18dd8db58848ec56ce9007,,,,,,,,,,,,,
executive_or_management,tech,f5e2abcfd3d1314bba0a9b27208972e5e43baa4f,,,,,,,,,,,,,
engineer,tech,32f961fe48f1aa58d9de4f6ea99fdef27e2e5c96,,,,,,,,,,,,,
marketing_sales,supplychain_manufacturing,c85175741d4c4ec56bdc2346ab5638c9409ee7fc,,,,,,,,,,,,,
executive_or_management,finance,5d5035c7b9bb698fd1f0f62d540357fccb0476d3,,,,,,,,,,,,,
engineer,misc,14de3fd2dfd25737a219ca2b88de7ac48dd7cc01,,,,,,,,,,,,,
misc,misc,840708778d9c5482d74c8a7c1ccbf9629b5ca4d4,,,,,,,,,,,,,
executive_or_management,consulting,723dea07c5c7389626bab9e5513812a70137d99e,,,,,,,,,,,,,
executive_or_management,misc,e392e87424baba801b5428d9b35957d46dc8f158,,,,,,,,,,,,,
executive_or_management,tech,b24b7ac1d2ea06c0729aaf69c21e87d9b37941ba,,,,,,,,,,,,,
misc,consulting,1e9497a1b5faee6543eb6d41203d05a1dd427934,,,,,,,,,,,,,
marketing_sales,misc,c2b663fd588e8d69c36ab93fb32ab96a030aec1c,,,,,,,,,,,,,
marketing_sales,tech,f0e531fe55b5479c27848a72002c870ac203522d,,,,,,,,,,,,,
marketing_sales,tech,47949d2ae0c68d090cbe3f56fb4cf10345bd1cf6,,,,,,,,,,,,,
marketing_sales,tech,1ecb0d6289492d7f6d413194550392340c2a3762,,,,,,,,,,,,,
marketing_sales,tech,9cbd6c1852a8cfce5f11c62f63f1a161c6aef199,,,,,,,,,,,,,
misc,tech,5c432528113fd31078852da1982eeb3a535500be,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,f96489dfb238dc5833aa0af69d4a892f0d059646,,,,,,,,,,,,,
executive_or_management,tech,10d7c8872523de9260bfd3925fc6885d7cb7fbf4,,,,,,,,,,,,,
executive_or_management,misc,fe5315272023eed5e6c5855411bd1a28f18d5094,,,,,,,,,,,,,
operations_supplychain,tech,fb7bfda201a250b7e9e7c8395354faa312bde38d,,,,,,,,,,,,,
executive_or_management,tech,075a2376bd1ea7383cdfa55c593738281244f488,,,,,,,,,,,,,
executive_or_management,misc,5b56972bb142d896452821bdb3e519bea6cfa21b,,,,,,,,,,,,,
executive_or_management,finance,2b67d1aead5e9d3631f6714d4559ceec1aa98f99,,,,,,,,,,,,,
misc,tech,68b6df1d06ae8a2d6c893a78ff6dbade056743cc,,,,,,,,,,,,,
engineer,tech,97fb59c3e3a95e61e0fb1b7983caf9604018cc49,,,,,,,,,,,,,
executive_or_management,misc,61c89a8695f1d08779e65a003d4e8077f8ca3065,,,,,,,,,,,,,
misc,misc,5b00b6fbb8f9d7e224d0fefe84d41192b3c738bf,,,,,,,,,,,,,
executive_or_management,consulting,f41d05244a26a6ee58e5504d392c59ee7660b2e6,,,,,,,,,,,,,
misc,consulting,46017be957a1c2c8c15ba8859782721441faa0a9,,,,,,,,,,,,,
misc,misc,2e2c7d5e998b165bcbbfb84e27827c94303293d9,,,,,,,,,,,,,
engineer,tech,0259fc9f5903a4a339884f02f6c2184b1007ce36,,,,,,,,,,,,,
executive_or_management,misc,f776c42177fc53982a758ff92b4c1981b1655f11,,,,,,,,,,,,,
engineer,finance,ce5ac738b49293edab8a3168fe3f19032ef2627d,,,,,,,,,,,,,
marketing_sales,tech,ac74164a585a9151873327100239249f50555b3f,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,be201637d01f1feedc9918993eb77c005935f3b1,,,,,,,,,,,,,
executive_or_management,consulting,a5c201e048737295bdc0ebf13c51878c73283d04,,,,,,,,,,,,,
executive_or_management,misc,70a3b3c6c0fd3922e9024b709cc20cd7735be72d,,,,,,,,,,,,,
education,education,28e040990e76a193770a9d6af10d31a2a326fd81,,,,,,,,,,,,,
executive_or_management,tech,ce217ad2f740648e402a5341eace390188c719af,,,,,,,,,,,,,
executive_or_management,misc,49b9caa68d3ab50ca6cd7fa5007a98a125e32bf4,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,470a000268a7a9fa6e7199b5504f4bc465b0b5ef,,,,,,,,,,,,,
engineer,misc,01ee420097ef70fe3449965a2b965c0b85ad368b,,,,,,,,,,,,,
executive_or_management,finance,a2e7cde5e9fd3f93aa219dcda20319d823ca6787,,,,,,,,,,,,,
education,education,1944a62cc2a2b66b56599f229539229bf81bbb90,,,,,,,,,,,,,
finance,tech,37fd8f8f00fb193223a4d44b4609320231cecd19,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,8f6cc2953c3f808d674b7b1293181e36862e99c1,,,,,,,,,,,,,
operations_supplychain,tech,cf3d34c75b90cb924906d4b5f1b9d29353ebdf94,,,,,,,,,,,,,
misc,government,a88203dd2368582857ea38b32c4c3a07b01a1f9b,,,,,,,,,,,,,
executive_or_management,consulting,29fdce56d2b0997db393503bdf90596eb3e96f3b,,,,,,,,,,,,,
engineer,tech,fe2a1a76952a390e710216a3d527d3f5ef731383,,,,,,,,,,,,,
executive_or_management,tech,a63f9f852f8842d1931e9f81c023d191b747834b,,,,,,,,,,,,,
executive_or_management,consulting,d4f701ae024ccdc0d5a8d5e3cb0d3fe76d3017e7,,,,,,,,,,,,,
executive_or_management,tech,dcf7e794dd3e20b1f51fa982c9f185b36cf8ff85,,,,,,,,,,,,,
executive_or_management,consulting,e5fa286803d3726c9949c74ddca5cd9d48db6595,,,,,,,,,,,,,
executive_or_management,education,c8cb3d60113e5fa093c8ac4b03c349d4a83acbb1,,,,,,,,,,,,,
executive_or_management,misc,3e3bbec2d198c06d9bf30ad9e22e38049c208695,,,,,,,,,,,,,
executive_or_management,consulting,29394254921492c2d32d8a7c6ec93bafd6b59bbd,,,,,,,,,,,,,
finance,finance,29d1ae3d1a3ed389a1040d17ac812b7ce79ce05d,,,,,,,,,,,,,
marketing_sales,misc,e72f73a0782fe2bfa9a5ee739042fd60ec3f51c3,,,,,,,,,,,,,
education,education,b0f542c7d6b1bfa3d1b7e56a997b2670f4e458fa,,,,,,,,,,,,,
marketing_sales,misc,8807f72c519259fcceaae95491dbdebd74fdb87a,,,,,,,,,,,,,
engineer,tech,d234450b91f0406e288a0745e8b6ee7fe3d5c794,,,,,,,,,,,,,
executive_or_management,tech,ed34ac4c1248e36d0a717b9a24bb534531767415,,,,,,,,,,,,,
finance,tech,996698d94200146377eba75499f692f316a2b73b,,,,,,,,,,,,,
executive_or_management,tech,cbfc86e21e758660397913cc9d97fe90b84d93e8,,,,,,,,,,,,,
finance,misc,31c5fdba057b63e264077832d303316ea485ad37,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,173becc5ef20db2cb2baedb18829fed2bc48d946,,,,,,,,,,,,,
misc,misc,479a506a496e311d909d226d659160ea3923df63,,,,,,,,,,,,,
legal,misc,e082d7e011e424d35d19136955632554928208a2,,,,,,,,,,,,,
executive_or_management,tech,319a636205cf7c0a75f571f5a53c30a41f34da08,,,,,,,,,,,,,
executive_or_management,misc,255001cd008ae5d819538706ff9072becf12b226,,,,,,,,,,,,,
executive_or_management,tech,1cf285d102cee7f2724d301f2c38477f0f08603d,,,,,,,,,,,,,
executive_or_management,misc,1b00d73e76a8b48771437bf889c771a772730412,,,,,,,,,,,,,
executive_or_management,finance,cb6dfc96f0ef6045f68489290a179676da2d77ba,,,,,,,,,,,,,
education,education,af732e4c475fb9e49cde77610696b6f40dfbdec1,,,,,,,,,,,,,
executive_or_management,tech,ba8e67cb65f8e9ed76b345161dd4554647aca772,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,2c3d60f22b7bd0b6037dd96b2b1835a1fe9c215a,,,,,,,,,,,,,
misc,misc,d0b43e0cf3274764085c17978f8cab83f2470581,,,,,,,,,,,,,
executive_or_management,tech,a6396de766f2b4318be137a0b8388f301538ed80,,,,,,,,,,,,,
marketing_sales,misc,ad8aba482bed93abf08824e7e8f31df5b404bc37,,,,,,,,,,,,,
misc,tech,08917da913552476018d7dd7e30843737840e36b,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,6f0d8573c6106448c0634380ea51e5a21082dd3d,,,,,,,,,,,,,
executive_or_management,finance,bfb1edc71f1b1b5afcc5d506438df11386ffc5b5,,,,,,,,,,,,,
executive_or_management,finance,cbb5851a725440c9726b171497af0270193949d7,,,,,,,,,,,,,
executive_or_management,misc,457e78cb563aeab0f137e9bc1742ca6eb32fe8a3,,,,,,,,,,,,,
executive_or_management,consulting,a5f8fdd1a1dc2545ed4dc0406537eddd64520962,,,,,,,,,,,,,
marketing_sales,education,9e1e1bd256c341f668390203b14e41e899b5354a,,,,,,,,,,,,,
executive_or_management,finance,797904cee793f6fac4e8100de27b10c772f2d555,,,,,,,,,,,,,
executive_or_management,misc,9dcf47662069381ac031d49b61c49e783040c892,,,,,,,,,,,,,
misc,tech,635309d3b821e241ac6823abc74ae4602e28ab0d,,,,,,,,,,,,,
executive_or_management,tech,49dec4705e94d53716caffc3596ff58eeec722a9,,,,,,,,,,,,,
misc,misc,29142168f5f1094c968cbd156be8ac66620977e0,,,,,,,,,,,,,
executive_or_management,tech,1f2f6e9827ded66d6d6d3c9968f15c0d46fe19fc,,,,,,,,,,,,,
executive_or_management,misc,1c9f0f33133731ebd1f5174acf5e27299679ee07,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,520b992b079ce5363275abc68608081f86861309,,,,,,,,,,,,,
misc,tech,eea9af96b707429b1a2f2bf675927be77ac7516c,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,c5c8484c54e5c0a26118183553ca85d7c7127a18,,,,,,,,,,,,,
misc,misc,8cc387c1361fcacaa3b147d935a15f9c7a5e8819,,,,,,,,,,,,,
marketing_sales,tech,1086dcb2784ab8f14e564f3c73f5c56e0fa127cf,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,bd5614fb3ce69d27931e59b0b68ba6ec5dacee0f,,,,,,,,,,,,,
operations_supplychain,finance,6d09b6d268a5454f989bf3d321c49d61e1616996,,,,,,,,,,,,,
executive_or_management,tech,4d5e63840144a1719ccb59b3431bdcf4c8d23560,,,,,,,,,,,,,
executive_or_management,misc,c1f717a20cf853d696dc27978f021a2dd2b5dede,,,,,,,,,,,,,
executive_or_management,misc,4331bc087ec292aef9362a6c3421391e1c2bb0b9,,,,,,,,,,,,,
education,education,4352537b53c95c53ffa1ca0b00db596d76e5c19c,,,,,,,,,,,,,
operations_supplychain,tech,8518e42b3fba90e5c786c91fa4504cc8759549c3,,,,,,,,,,,,,
education,education,9b62b3cff4a7f11c5dc2696dbaf58ee9522a44b1,,,,,,,,,,,,,
executive_or_management,tech,1df5105c262c5266a6d875071bfecffbf0f9ae75,,,,,,,,,,,,,
marketing_sales,misc,2f5cebf6ad023384dae3ab4a797dcb2e5c6f833b,,,,,,,,,,,,,
engineer,tech,6b4ffaa0461ef6e54d4e7514501dae60a4277805,,,,,,,,,,,,,
executive_or_management,tech,5536f52c295a3c9998cf2105330e5466ede5f2ff,,,,,,,,,,,,,
marketing_sales,tech,712cef69130a8866e670069aa5010134534aeb08,,,,,,,,,,,,,
legal,education,f7bfd47ab2bc80fc91379f1e808e16a17a83e3d4,,,,,,,,,,,,,
education,education,18e2c89ffa2cb165abbce4a3fe0ee8bd806517a9,,,,,,,,,,,,,
misc,misc,7322a694f1cbe0e8ef8585f197e8f1e95dd52cb9,,,,,,,,,,,,,
misc,tech,a35b358605ac639e00243d74ad98f4be7df5367d,,,,,,,,,,,,,
executive_or_management,consulting,212b551b8ca2aa802f9e5abacdbf0141e86d5365,,,,,,,,,,,,,
engineer,tech,9a59b19304912eff697c0b525048c1ce55166156,,,,,,,,,,,,,
executive_or_management,tech,2ad832e5c7a9cf3c2b81af2437920bf52790013c,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,94b713add22d9bff7126330a0d10bf597f1e9181,,,,,,,,,,,,,
executive_or_management,tech,3a10a0ace15f8e591c683d729d816d6f197729df,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,ef13caef0e3bb17858cda4b2ffc5a09be148c3b2,,,,,,,,,,,,,
misc,misc,77545349923d32f1b4cb955f8151fe86b028c679,,,,,,,,,,,,,
executive_or_management,tech,c49497de087f8bd0cab0b9201cdc97ac5a4911fc,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,f80b1b755fcbe3797bb751662b7eee6a83dab914,,,,,,,,,,,,,
misc,consulting,6aa13f783d6d7a5c1dae50bd9ccc679ed5a0e17b,,,,,,,,,,,,,
marketing_sales,misc,3946f8eadec8ae972205641ba9975ca2693dbd61,,,,,,,,,,,,,
engineer,tech,107b89bbeac05c19369ad1eae9df04f0c2beb52e,,,,,,,,,,,,,
engineer,tech,f8f5f43c52c3df685276ab1de2711475bb95ef53,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,229d53afeb454c1fcefb3f15a8e90ddf83150cb0,,,,,,,,,,,,,
marketing_sales,tech,9b194e28d12e6a1f5d6ee3fd423d518e1dabf642,,,,,,,,,,,,,
executive_or_management,tech,05c6f50d1479455b14d4dd5e77f6e6e6be560818,,,,,,,,,,,,,
engineer,tech,ad79bf7094360b288278efa73e6c90c969e409bb,,,,,,,,,,,,,
executive_or_management,misc,64004609245b6f0911998c0348d384fceb022ac7,,,,,,,,,,,,,
misc,nonprofit_ngo,5959e528d910e9adb7b97a2de4be40f15ec0e28e,,,,,,,,,,,,,
executive_or_management,misc,fc29acc652efce961decf994c9ace9ac800a139f,,,,,,,,,,,,,
executive_or_management,consulting,1dd495f22437659665731d1f5e6bc9870789b9d1,,,,,,,,,,,,,
misc,misc,e7b276cfafcea4da94b43a9fcb632eea9754ac33,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,654ed4a02c238fb6190cbe1fe7e2502d7a9eaa53,,,,,,,,,,,,,
marketing_sales,misc,049f2691a03de1f44a47f5ff161b52d3e790f66e,,,,,,,,,,,,,
executive_or_management,tech,cb752d3f09b7251d767b5c67ef662eb634d50b83,,,,,,,,,,,,,
executive_or_management,finance,2356422072376a427381e60ec8330af32be47582,,,,,,,,,,,,,
operations_supplychain,tech,1d27e36149436bd85ff43f704fe6e82ae77ae97b,,,,,,,,,,,,,
executive_or_management,consulting,bc034caf600c7b235598043cc13f5bc5ed81ac5d,,,,,,,,,,,,,
executive_or_management,tech,5f12554f7b0b7b59801b8533185c01b66aef50a4,,,,,,,,,,,,,
executive_or_management,tech,e6a69afdba6dcd0b0ef1ba1794ddf621276aa105,,,,,,,,,,,,,
education,education,3eede540ec37b49b57ec81095075f1174d8fa5db,,,,,,,,,,,,,
engineer,tech,46b178954bfd4ae2caeb3d19b368ea76e6999b73,,,,,,,,,,,,,
misc,misc,bebaae1ba89e5daec583a595710d810fe7b8c207,,,,,,,,,,,,,
operations_supplychain,tech,8f6e3cd0388bd8689e60b30d25813f5670de420e,,,,,,,,,,,,,
executive_or_management,misc,50b191473cdfc1a1f184ff0f85ecb98d6cccc664,,,,,,,,,,,,,
misc,tech,d6a53674bd743385dcff7471fc03a8c24ffb818e,,,,,,,,,,,,,
executive_or_management,misc,f28b10d490447a1bf789ab5318722a84035bf907,,,,,,,,,,,,,
misc,nonprofit_ngo,6ca7de82274c53978aa8cc84659098193486fdae,,,,,,,,,,,,,
misc,tech,5569d8b081aefbea09cc1f9a7b9f4a5fb1211e49,,,,,,,,,,,,,
finance,legal,475e6b6755554d6e79bf9b065b911d97a5f2640a,,,,,,,,,,,,,
marketing_sales,tech,ee5bec66bd6bc1631a117474e9f27306003e6387,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,410e985f538b70fc9695fce88e75213d396fa05f,,,,,,,,,,,,,
misc,tech,cde27454569b57aeca152d979b2a636d1b67066a,,,,,,,,,,,,,
executive_or_management,misc,241e4195120198fd3347bab4a72388b38ddbaa93,,,,,,,,,,,,,
executive_or_management,misc,fbf89d58982a5f24a2a3cc8ed31329565573f59f,,,,,,,,,,,,,
executive_or_management,consulting,97e4a6e3323e55ebbaa14ac1acbce89d39459dc8,,,,,,,,,,,,,
executive_or_management,misc,ef236dc48fec354fce6712c0c20355ac087b0d95,,,,,,,,,,,,,
misc,tech,81a77864807d77f0232779fdf76ca6d2491b2919,,,,,,,,,,,,,
executive_or_management,tech,dd54e8a54715a0d23900dd590d61676f56700c30,,,,,,,,,,,,,
executive_or_management,nonprofit_ngo,122ed8f2afacca176eca0de3fc87e0e99934a62b,,,,,,,,,,,,,
engineer,tech,e60c4d231e7f31700adbdb3c3677f751a3936f15,,,,,,,,,,,,,
executive_or_management,misc,b7622cebf6f03bf6e729de3ac1c8bc2715734f47,,,,,,,,,,,,,
engineer,tech,e9d9ea67f65c9312a1a19c7b95e90d2289d6d1e5,,,,,,,,,,,,,
engineer,tech,bc688ebc6f695ded5e132400362dce2aab87276e,,,,,,,,,,,,,
engineer,tech,8004383a3f2f9cfa218305ca56c3f84050644cbc,,,,,,,,,,,,,
misc,nonprofit_ngo,74286732543a79b069d0f0ae0fd615009b8d304f,,,,,,,,,,,,,
executive_or_management,consulting,25f0bd00a938c97566433369467ad26314b88731,,,,,,,,,,,,,
misc,tech,4f726ce1eb85f66affce41dab73efa30af8c326a,,,,,,,,,,,,,
executive_or_management,tech,1e63bc3362c59de5dc61d740f750584cb8e7c1bd,,,,,,,,,,,,,
misc,misc,44d58ef6cb7cfec6b6c0710b844d6f659de77041,,,,,,,,,,,,,
executive_or_management,tech,d9ac16a331dfe6ad175a260535bd1ff90eb1fcee,,,,,,,,,,,,,
engineer,supplychain_manufacturing,9179670ddb52644b41536d59a4b12b9dfbf3d672,,,,,,,,,,,,,
misc,nonprofit_ngo,60b2412f09dca5d462d30bc856aecd02fd3de604,,,,,,,,,,,,,
misc,misc,9acc206bd38a508a88c23c7dc1aef8163e272d09,,,,,,,,,,,,,
marketing_sales,misc,8e1c93fa4ca85e4140c5e4e251e4b225a38ac291,,,,,,,,,,,,,
education,education,46f77d66e50b45bb78cf9d3b26f9157a43d139b8,,,,,,,,,,,,,
executive_or_management,tech,1155f642dc2a432e2d24a36a4be4a226aa03b62d,,,,,,,,,,,,,
education,education,cb469cf9c683e94fca0b061e8f7488c6c2b892a3,,,,,,,,,,,,,
marketing_sales,tech,fa1cdcabf86dbf80c7ad693128ea97c7e86ab507,,,,,,,,,,,,,
executive_or_management,tech,20825b603c0638c12d089a6f806c53ed1e80f231,,,,,,,,,,,,,
engineer,misc,33adf7acb66a9c3694cc7b72a0565314414f11b2,,,,,,,,,,,,,
executive_or_management,misc,637b0ca7926e24e057a0fa19368249c6c1630723,,,,,,,,,,,,,
executive_or_management,consulting,f32515021b3fac6998cfe041b2a1a639e4ac4698,,,,,,,,,,,,,
engineer,tech,e4758fbb0eb3668493bf65b6678707fe6081e398,,,,,,,,,,,,,
executive_or_management,consulting,4e33e5e6a149d94887f0f3d169a66247bd4174fb,,,,,,,,,,,,,
education,education,a32355b0aa03e757858a05dbf060a7f1b07faca8,,,,,,,,,,,,,
executive_or_management,tech,e85d8407f953ab30e70bfc7147341c347630b0f5,,,,,,,,,,,,,
executive_or_management,misc,9df1d1a1a51510035f0e2c29c24b6eb2142e7672,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,53b8636345a47eaef2f0f5a1bc8e1a507f511214,,,,,,,,,,,,,
misc,tech,574ceca73280d97e26d37e07157221099df9aff3,,,,,,,,,,,,,
executive_or_management,misc,63efe471c763cbb5584870831dc510718d82dca5,,,,,,,,,,,,,
executive_or_management,tech,54d81458ba70587f94f7650c31ca6fe8e2a6e27a,,,,,,,,,,,,,
marketing_sales,misc,47dedb19ab12199d79adab74943d1c7cfe277fe2,,,,,,,,,,,,,
marketing_sales,tech,68afce5753a8b23ec2dcc75919fd3a34ac342914,,,,,,,,,,,,,
marketing_sales,misc,ceef0216318534a6f5e3900628693087897de0b1,,,,,,,,,,,,,
executive_or_management,tech,459a3d8d1fd4a6bfe8eb2834c0d4c7b7d9a2ba3f,,,,,,,,,,,,,
executive_or_management,tech,234d36975fda9bae73370a8ec71af93a60e06c4b,,,,,,,,,,,,,
executive_or_management,consulting,44e1a1832b1b0a9d2ad71de6f10d3d7ace291a1f,,,,,,,,,,,,,
executive_or_management,finance,5bbf56383678402fc8d51774a6eaf7ac8f031e68,,,,,,,,,,,,,
engineer,tech,c485483682b64d87dbee8740d5fbc5f0939e56a2,,,,,,,,,,,,,
executive_or_management,tech,2b01fa8fb1d842c43eeaef66f0138499ed951e31,,,,,,,,,,,,,
operations_supplychain,tech,edf50441888803c80df1e966ba6a278f0274ccb6,,,,,,,,,,,,,
engineer,tech,12364052577efefa1cee20aa07dcf09bbd74d2d0,,,,,,,,,,,,,
marketing_sales,tech,ac911d5e69f951397b6d4eca79c2ae6d8b730c81,,,,,,,,,,,,,
executive_or_management,tech,5217ed5470c54d251532a64a83cc84117868cb88,,,,,,,,,,,,,
engineer,finance,fabf171d76812ed73f443178c9c62281a7bcdd0c,,,,,,,,,,,,,
misc,tech,13f6888520af37ed49f71b95eefde5b06e224527,,,,,,,,,,,,,
executive_or_management,tech,b10e067ce8f81d936eeb155da53c2d444e874f5f,,,,,,,,,,,,,
misc,misc,112d2d49786c1af924dd1016ee78da206a9ee8db,,,,,,,,,,,,,
executive_or_management,tech,02bb739c43e80c18cd535d89241d691e84b07779,,,,,,,,,,,,,
misc,government,cc3c07073b680bafed9c5be598350a22f4eec3fa,,,,,,,,,,,,,
engineer,consulting,fe8705eb2228201e6bc91534ea172fd04786e272,,,,,,,,,,,,,
engineer,government,9a7f8cd845684c3e92c989fdf92d2137a3781da0,,,,,,,,,,,,,
Unknown,tech,c2d2c0b9b5aa0f99aaee02723058dcbbb3094966,,,,,,,,,,,,,
executive_or_management,misc,4f97413f915af2e9956fc6344e5ae6af6255d66e,,,,,,,,,,,,,
misc,misc,a6ebc26d6c813a7daef8c8fd40c624ae44ad42a7,,,,,,,,,,,,,
engineer,tech,d5f9c4cde2a9f984f2fd15bc02c2a51cc5572044,,,,,,,,,,,,,
executive_or_management,tech,4b5ffea1fcbf0c4d5075404c4e94f77ca2a8ea11,,,,,,,,,,,,,
executive_or_management,tech,62fb5b921713a98f61a3a71c2c7a301a7209cbbf,,,,,,,,,,,,,
executive_or_management,misc,8d1696619b9c08d7a559834ddc78d3ff9ad77501,,,,,,,,,,,,,
engineer,Unknown,98d20e9794e0cda7f2c0da3d995db3ee2d4774a8,,,,,,,,,,,,,
executive_or_management,tech,8c9ada643bb360d0e1e338df4cc6983493623a71,,,,,,,,,,,,,
executive_or_management,misc,086eef5e8b048de4e98e3252f86a38fe6ed67cc3,,,,,,,,,,,,,
executive_or_management,tech,588e469c53357933b722add41a466943f59b52c1,,,,,,,,,,,,,
engineer,government,02820c857a2b7778a98386240c98541a22443268,,,,,,,,,,,,,
Unknown,Unknown,190d67ecb018864529c96f97bcabdfb1b8094e8d,,,,,,,,,,,,,
executive_or_management,tech,822a49cb6170690259bf8186aaa1c15860e876ee,,,,,,,,,,,,,
engineer,tech,9d6318b9a18294e65a7edd42c960d934c6e8478e,,,,,,,,,,,,,
engineer,tech,e6131c700b0a5618e64e9df4a67f61075c754147,,,,,,,,,,,,,
marketing_sales,tech,704f0abe80ce9341fd3588ee60e67b6956583790,,,,,,,,,,,,,
executive_or_management,tech,cacce86584d697fc0c8f0ddd71d83b30509e06e2,,,,,,,,,,,,,
misc,consulting,f1c728c6fea670bbfb637815b8cb0df3cd7f9899,,,,,,,,,,,,,
operations_supplychain,consulting,7d5afe2f1d83bb430c685399885688fb2525ea6c,,,,,,,,,,,,,
executive_or_management,tech,087a5afdd13d1bb5195a191aeb73c445f744d24c,,,,,,,,,,,,,
misc,tech,54b7acd6bfccd062aac9bbc75f8f6c906e799a92,,,,,,,,,,,,,
misc,finance,3d5e974ddc855e6df3a0f4ab7e28ed3f8b8ee592,,,,,,,,,,,,,
operations_supplychain,misc,e6d739e5e75808f679689628cc9c2406580bb7de,,,,,,,,,,,,,
education,education,aeed83c9ec45b5684a5b121b0e3b967ea5feb7ab,,,,,,,,,,,,,
education,education,608a18528f4dbab4cdfcda2facb2832ef36720ba,,,,,,,,,,,,,
executive_or_management,consulting,a1f69d90aa98e107c8b943b348e6449f1ad2539a,,,,,,,,,,,,,
executive_or_management,misc,8c031814a3837045d45cc2309e153113864b027f,,,,,,,,,,,,,
Unknown,Unknown,f0ca6a5a9b016a7e717f49b74ce1cbeb4553e614,,,,,,,,,,,,,
marketing_sales,supplychain_manufacturing,bc3cc571e1626bb1980dca7ef7f8054ca60c66ce,,,,,,,,,,,,,
executive_or_management,tech,67fa76ff0a7544dc59ad1ee76f01bc42f7856b42,,,,,,,,,,,,,
executive_or_management,tech,abdc59c1bc1922631a77301e588879c82c6f5c71,,,,,,,,,,,,,
engineer,education,9c8ed4cba5946bf13423937f7f06ca52ef80013d,,,,,,,,,,,,,
executive_or_management,tech,8162ccdadaa3322a139e435b39da8268fb706304,,,,,,,,,,,,,
executive_or_management,misc,086776ff27d5b3716b77e556aa4b5f4158c95b93,,,,,,,,,,,,,
executive_or_management,misc,caab274fce1adcb6c2731f0eb0e9885aa1a9f306,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,9757315e07840963960f534b6dc5dd17a2c3d29f,,,,,,,,,,,,,
marketing_sales,misc,5856833a200440d75c1e17ca6b11ba743f7260b2,,,,,,,,,,,,,
engineer,tech,460336dcad2fd351b236c95920042c1e2850c4c7,,,,,,,,,,,,,
executive_or_management,supplychain_manufacturing,f180f2dcbac207c00117d2debbac7baed8a69e40,,,,,,,,,,,,,
marketing_sales,nonprofit_ngo,17c39c1563b2b2515b4411b8a8e748d3f4b7bcd2,,,,,,,,,,,,,
operations_supplychain,supplychain_manufacturing,202b93583faa5a69e8512b24c1c80955d58083f1,,,,,,,,,,,,,
marketing_sales,tech,24cdd8387082a2a836635d3315d2f0d4d997fa1e,,,,,,,,,,,,,
